,Source Name,Comment[ENA_SAMPLE],Comment[BioSD_SAMPLE],Characteristics[organism],Characteristics[age],Unit[time unit],Term Source REF,Term Accession Number,Characteristics[sex],Characteristics[disease],Characteristics[organism part],Characteristics[individual],Characteristics[developmental stage],Characteristics[assay name],Characteristics[protocol],Material Type,Protocol REF,Performer,Protocol REF.1,Performer.1,Protocol REF.2,Performer.2,Extract Name,Comment[LIBRARY_LAYOUT],Comment[LIBRARY_SELECTION],Comment[LIBRARY_SOURCE],Comment[LIBRARY_STRAND],Comment[LIBRARY_STRATEGY],Comment[ORIENTATION],Comment[cdna read],Comment[cdna read offset],Comment[cdna read size],Comment[cell barcode offset],Comment[cell barcode read],Comment[cell barcode size],Comment[end bias],Comment[input molecule],Comment[library construction],Comment[primer],Comment[sample barcode offset],Comment[sample barcode read],Comment[sample barcode size],Comment[single cell isolation],Comment[spike in],Comment[umi barcode offset],Comment[umi barcode read],Comment[umi barcode size],Protocol REF.3,Performer.3,Assay Name,Technology Type,Comment[ENA_EXPERIMENT],Scan Name,Comment[SUBMITTED_FILE_NAME],Comment[ENA_RUN],Comment[FASTQ_URI],Comment[READ_TYPE],Comment[READ_INDEX],Protocol REF.4,Protocol REF.5,Derived Array Data File,Protocol REF.6,Protocol REF.7,Derived Array Data File.1,Protocol REF.8,Protocol REF.9,Derived Array Data File.2,Protocol REF.10,Protocol REF.11,Derived Array Data File.3,Factor Value[protocol],Factor Value[age],Unit[time unit].1,Term Source REF.1,Term Accession Number.1,Factor Value[organism part]
269,HCA_BN_F13109714_and_HCA_BN_F13128942_ATAC,ERS26961437,SAMEA120300276,Homo sapiens,"11.2,13",week,EFO,UO_0000034,unknown,normal,calvaria/skull base,multiplexed,embryo stage,HCA_BN_F13109714_and_HCA_BN_F13128942,ATAC,organism part,P-MTAB-146560,Wellcome Sanger Institute,P-MTAB-146561,Wellcome Sanger Institute,P-MTAB-146562,Wellcome Sanger Institute,HCA_BN_F13109714_and_HCA_BN_F13128942_ATAC,PAIRED,other,GENOMIC SINGLE CELL,not applicable,ATAC-seq,,,,,,,,not applicable,genomic DNA,scATAC-seq,,,,,,none,,,,P-MTAB-146563,Wellcome Sanger Institute,HCA_BN_F13128942_S1_L001,sequencing assay,ERX15073221,HCA_BN_F13128942_S1_L001_R1_001.fastq.gz,HCA_BN_F13128942_S1_L001_R1_001.fastq.gz,ERR15668577,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15668577/HCA_BN_F13128942_S1_L001_R1_001.fastq.gz,paired,read1,P-MTAB-146564,P-MTAB-146565,HCA_BN_F13109714_and_HCA_BN_F13128942_count_atac.tar.gz,P-MTAB-146564,P-MTAB-146565,HCA_BN_F13109714_and_HCA_BN_F13128942_meta_atac.tar.gz,P-MTAB-146564,P-MTAB-146565,HCA_BN_F13109714_and_HCA_BN_F13128942_count_afterSoupX.tar.gz,P-MTAB-146564,P-MTAB-146565,HCA_BN_F13109714_and_HCA_BN_F13128942_meta.tar.gz,ATAC,"11.2,13",week,EFO,UO_0000034,calvaria/skull base
270,HCA_BN_F13109714_and_HCA_BN_F13128942_ATAC,ERS26961437,SAMEA120300276,Homo sapiens,"11.2,13",week,EFO,UO_0000034,unknown,normal,calvaria/skull base,multiplexed,embryo stage,HCA_BN_F13109714_and_HCA_BN_F13128942,ATAC,organism part,P-MTAB-146560,Wellcome Sanger Institute,P-MTAB-146561,Wellcome Sanger Institute,P-MTAB-146562,Wellcome Sanger Institute,HCA_BN_F13109714_and_HCA_BN_F13128942_ATAC,PAIRED,other,GENOMIC SINGLE CELL,not applicable,ATAC-seq,,,,,,,,not applicable,genomic DNA,scATAC-seq,,,,,,none,,,,P-MTAB-146563,Wellcome Sanger Institute,HCA_BN_F13128942_S1_L001,sequencing assay,ERX15073221,HCA_BN_F13128942_S1_L001_R2_001.fastq.gz,HCA_BN_F13128942_S1_L001_R2_001.fastq.gz,ERR15668577,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15668577/HCA_BN_F13128942_S1_L001_R2_001.fastq.gz,cell_barcode,index2,P-MTAB-146564,P-MTAB-146565,HCA_BN_F13109714_and_HCA_BN_F13128942_count_atac.tar.gz,P-MTAB-146564,P-MTAB-146565,HCA_BN_F13109714_and_HCA_BN_F13128942_meta_atac.tar.gz,P-MTAB-146564,P-MTAB-146565,HCA_BN_F13109714_and_HCA_BN_F13128942_count_afterSoupX.tar.gz,P-MTAB-146564,P-MTAB-146565,HCA_BN_F13109714_and_HCA_BN_F13128942_meta.tar.gz,ATAC,"11.2,13",week,EFO,UO_0000034,calvaria/skull base
271,HCA_BN_F13109714_and_HCA_BN_F13128942_ATAC,ERS26961437,SAMEA120300276,Homo sapiens,"11.2,13",week,EFO,UO_0000034,unknown,normal,calvaria/skull base,multiplexed,embryo stage,HCA_BN_F13109714_and_HCA_BN_F13128942,ATAC,organism part,P-MTAB-146560,Wellcome Sanger Institute,P-MTAB-146561,Wellcome Sanger Institute,P-MTAB-146562,Wellcome Sanger Institute,HCA_BN_F13109714_and_HCA_BN_F13128942_ATAC,PAIRED,other,GENOMIC SINGLE CELL,not applicable,ATAC-seq,,,,,,,,not applicable,genomic DNA,scATAC-seq,,,,,,none,,,,P-MTAB-146563,Wellcome Sanger Institute,HCA_BN_F13128942_S1_L001,sequencing assay,ERX15073221,HCA_BN_F13128942_S1_L001_R3_001.fastq.gz,HCA_BN_F13128942_S1_L001_R3_001.fastq.gz,ERR15668577,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15668577/HCA_BN_F13128942_S1_L001_R3_001.fastq.gz,paired,read2,P-MTAB-146564,P-MTAB-146565,HCA_BN_F13109714_and_HCA_BN_F13128942_count_atac.tar.gz,P-MTAB-146564,P-MTAB-146565,HCA_BN_F13109714_and_HCA_BN_F13128942_meta_atac.tar.gz,P-MTAB-146564,P-MTAB-146565,HCA_BN_F13109714_and_HCA_BN_F13128942_count_afterSoupX.tar.gz,P-MTAB-146564,P-MTAB-146565,HCA_BN_F13109714_and_HCA_BN_F13128942_meta.tar.gz,ATAC,"11.2,13",week,EFO,UO_0000034,calvaria/skull base
272,HCA_BN_F13109714_and_HCA_BN_F13128942_GEX,ERS26961438,SAMEA120300277,Homo sapiens,"11.2,13",week,EFO,UO_0000034,unknown,normal,calvaria/skull base,multiplexed,embryo stage,HCA_BN_F13109714_and_HCA_BN_F13128942,GEX,organism part,P-MTAB-146560,Wellcome Sanger Institute,P-MTAB-146561,Wellcome Sanger Institute,P-MTAB-146562,Wellcome Sanger Institute,HCA_BN_F13109714_and_HCA_BN_F13128942_GEX,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,5'-3'-3'-5',read2,0.0,91.0,0.0,read1,16.0,3 prime tag,polyA RNA,10x 3' v3,oligo-dT,0.0,index1,8.0,10x technology,none,16.0,read1,12.0,P-MTAB-146563,Wellcome Sanger Institute,HCA_BN_F13109714_S1_L001,sequencing assay,ERX15073222,HCA_BN_F13109714_S1_L001_I1_001.fastq.gz,HCA_BN_F13109714_S1_L001_I1_001.fastq.gz,ERR15668609,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15668609/HCA_BN_F13109714_S1_L001_I1_001.fastq.gz,sample_barcode,index1,P-MTAB-146564,P-MTAB-146565,HCA_BN_F13109714_and_HCA_BN_F13128942_count_atac.tar.gz,P-MTAB-146564,P-MTAB-146565,HCA_BN_F13109714_and_HCA_BN_F13128942_meta_atac.tar.gz,P-MTAB-146564,P-MTAB-146565,HCA_BN_F13109714_and_HCA_BN_F13128942_count_afterSoupX.tar.gz,P-MTAB-146564,P-MTAB-146565,HCA_BN_F13109714_and_HCA_BN_F13128942_meta.tar.gz,GEX,"11.2,13",week,EFO,UO_0000034,calvaria/skull base
273,HCA_BN_F13109714_and_HCA_BN_F13128942_GEX,ERS26961438,SAMEA120300277,Homo sapiens,"11.2,13",week,EFO,UO_0000034,unknown,normal,calvaria/skull base,multiplexed,embryo stage,HCA_BN_F13109714_and_HCA_BN_F13128942,GEX,organism part,P-MTAB-146560,Wellcome Sanger Institute,P-MTAB-146561,Wellcome Sanger Institute,P-MTAB-146562,Wellcome Sanger Institute,HCA_BN_F13109714_and_HCA_BN_F13128942_GEX,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,5'-3'-3'-5',read2,0.0,91.0,0.0,read1,16.0,3 prime tag,polyA RNA,10x 3' v3,oligo-dT,0.0,index1,8.0,10x technology,none,16.0,read1,12.0,P-MTAB-146563,Wellcome Sanger Institute,HCA_BN_F13109714_S1_L001,sequencing assay,ERX15073222,HCA_BN_F13109714_S1_L001_R1_001.fastq.gz,HCA_BN_F13109714_S1_L001_R1_001.fastq.gz,ERR15668609,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15668609/HCA_BN_F13109714_S1_L001_R1_001.fastq.gz,"cell_barcode, umi_barcode",read1,P-MTAB-146564,P-MTAB-146565,HCA_BN_F13109714_and_HCA_BN_F13128942_count_atac.tar.gz,P-MTAB-146564,P-MTAB-146565,HCA_BN_F13109714_and_HCA_BN_F13128942_meta_atac.tar.gz,P-MTAB-146564,P-MTAB-146565,HCA_BN_F13109714_and_HCA_BN_F13128942_count_afterSoupX.tar.gz,P-MTAB-146564,P-MTAB-146565,HCA_BN_F13109714_and_HCA_BN_F13128942_meta.tar.gz,GEX,"11.2,13",week,EFO,UO_0000034,calvaria/skull base
274,HCA_BN_F13109714_and_HCA_BN_F13128942_GEX,ERS26961438,SAMEA120300277,Homo sapiens,"11.2,13",week,EFO,UO_0000034,unknown,normal,calvaria/skull base,multiplexed,embryo stage,HCA_BN_F13109714_and_HCA_BN_F13128942,GEX,organism part,P-MTAB-146560,Wellcome Sanger Institute,P-MTAB-146561,Wellcome Sanger Institute,P-MTAB-146562,Wellcome Sanger Institute,HCA_BN_F13109714_and_HCA_BN_F13128942_GEX,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,5'-3'-3'-5',read2,0.0,91.0,0.0,read1,16.0,3 prime tag,polyA RNA,10x 3' v3,oligo-dT,0.0,index1,8.0,10x technology,none,16.0,read1,12.0,P-MTAB-146563,Wellcome Sanger Institute,HCA_BN_F13109714_S1_L001,sequencing assay,ERX15073222,HCA_BN_F13109714_S1_L001_R2_001.fastq.gz,HCA_BN_F13109714_S1_L001_R2_001.fastq.gz,ERR15668609,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15668609/HCA_BN_F13109714_S1_L001_R2_001.fastq.gz,single,read2,P-MTAB-146564,P-MTAB-146565,HCA_BN_F13109714_and_HCA_BN_F13128942_count_atac.tar.gz,P-MTAB-146564,P-MTAB-146565,HCA_BN_F13109714_and_HCA_BN_F13128942_meta_atac.tar.gz,P-MTAB-146564,P-MTAB-146565,HCA_BN_F13109714_and_HCA_BN_F13128942_count_afterSoupX.tar.gz,P-MTAB-146564,P-MTAB-146565,HCA_BN_F13109714_and_HCA_BN_F13128942_meta.tar.gz,GEX,"11.2,13",week,EFO,UO_0000034,calvaria/skull base
275,HCA_BN_F13109715_and_HCA_BN_F13128943_ATAC,ERS26961439,SAMEA120300278,Homo sapiens,"11.2,13",week,EFO,UO_0000034,unknown,normal,calvaria/skull base,multiplexed,embryo stage,HCA_BN_F13109715_and_HCA_BN_F13128943,ATAC,organism part,P-MTAB-146560,Wellcome Sanger Institute,P-MTAB-146561,Wellcome Sanger Institute,P-MTAB-146562,Wellcome Sanger Institute,HCA_BN_F13109715_and_HCA_BN_F13128943_ATAC,PAIRED,other,GENOMIC SINGLE CELL,not applicable,ATAC-seq,,,,,,,,not applicable,genomic DNA,scATAC-seq,,,,,,none,,,,P-MTAB-146563,Wellcome Sanger Institute,HCA_BN_F13128943_S1_L001,sequencing assay,ERX15073223,HCA_BN_F13128943_S1_L001_I1_001.fastq.gz,HCA_BN_F13128943_S1_L001_I1_001.fastq.gz,ERR15668639,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15668639/HCA_BN_F13128943_S1_L001_I1_001.fastq.gz,sample_barcode,index1,P-MTAB-146564,P-MTAB-146565,HCA_BN_F13109715_and_HCA_BN_F13128943_count_atac.tar.gz,P-MTAB-146564,P-MTAB-146565,HCA_BN_F13109715_and_HCA_BN_F13128943_meta_atac.tar.gz,P-MTAB-146564,P-MTAB-146565,HCA_BN_F13109715_and_HCA_BN_F13128943_count_afterSoupX.tar.gz,P-MTAB-146564,P-MTAB-146565,HCA_BN_F13109715_and_HCA_BN_F13128943_meta.tar.gz,ATAC,"11.2,13",week,EFO,UO_0000034,calvaria/skull base
276,HCA_BN_F13109715_and_HCA_BN_F13128943_ATAC,ERS26961439,SAMEA120300278,Homo sapiens,"11.2,13",week,EFO,UO_0000034,unknown,normal,calvaria/skull base,multiplexed,embryo stage,HCA_BN_F13109715_and_HCA_BN_F13128943,ATAC,organism part,P-MTAB-146560,Wellcome Sanger Institute,P-MTAB-146561,Wellcome Sanger Institute,P-MTAB-146562,Wellcome Sanger Institute,HCA_BN_F13109715_and_HCA_BN_F13128943_ATAC,PAIRED,other,GENOMIC SINGLE CELL,not applicable,ATAC-seq,,,,,,,,not applicable,genomic DNA,scATAC-seq,,,,,,none,,,,P-MTAB-146563,Wellcome Sanger Institute,HCA_BN_F13128943_S1_L001,sequencing assay,ERX15073223,HCA_BN_F13128943_S1_L001_R1_001.fastq.gz,HCA_BN_F13128943_S1_L001_R1_001.fastq.gz,ERR15668639,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15668639/HCA_BN_F13128943_S1_L001_R1_001.fastq.gz,paired,read1,P-MTAB-146564,P-MTAB-146565,HCA_BN_F13109715_and_HCA_BN_F13128943_count_atac.tar.gz,P-MTAB-146564,P-MTAB-146565,HCA_BN_F13109715_and_HCA_BN_F13128943_meta_atac.tar.gz,P-MTAB-146564,P-MTAB-146565,HCA_BN_F13109715_and_HCA_BN_F13128943_count_afterSoupX.tar.gz,P-MTAB-146564,P-MTAB-146565,HCA_BN_F13109715_and_HCA_BN_F13128943_meta.tar.gz,ATAC,"11.2,13",week,EFO,UO_0000034,calvaria/skull base
277,HCA_BN_F13109715_and_HCA_BN_F13128943_ATAC,ERS26961439,SAMEA120300278,Homo sapiens,"11.2,13",week,EFO,UO_0000034,unknown,normal,calvaria/skull base,multiplexed,embryo stage,HCA_BN_F13109715_and_HCA_BN_F13128943,ATAC,organism part,P-MTAB-146560,Wellcome Sanger Institute,P-MTAB-146561,Wellcome Sanger Institute,P-MTAB-146562,Wellcome Sanger Institute,HCA_BN_F13109715_and_HCA_BN_F13128943_ATAC,PAIRED,other,GENOMIC SINGLE CELL,not applicable,ATAC-seq,,,,,,,,not applicable,genomic DNA,scATAC-seq,,,,,,none,,,,P-MTAB-146563,Wellcome Sanger Institute,HCA_BN_F13128943_S1_L001,sequencing assay,ERX15073223,HCA_BN_F13128943_S1_L001_R2_001.fastq.gz,HCA_BN_F13128943_S1_L001_R2_001.fastq.gz,ERR15668639,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15668639/HCA_BN_F13128943_S1_L001_R2_001.fastq.gz,cell_barcode,index2,P-MTAB-146564,P-MTAB-146565,HCA_BN_F13109715_and_HCA_BN_F13128943_count_atac.tar.gz,P-MTAB-146564,P-MTAB-146565,HCA_BN_F13109715_and_HCA_BN_F13128943_meta_atac.tar.gz,P-MTAB-146564,P-MTAB-146565,HCA_BN_F13109715_and_HCA_BN_F13128943_count_afterSoupX.tar.gz,P-MTAB-146564,P-MTAB-146565,HCA_BN_F13109715_and_HCA_BN_F13128943_meta.tar.gz,ATAC,"11.2,13",week,EFO,UO_0000034,calvaria/skull base
278,HCA_BN_F13109715_and_HCA_BN_F13128943_ATAC,ERS26961439,SAMEA120300278,Homo sapiens,"11.2,13",week,EFO,UO_0000034,unknown,normal,calvaria/skull base,multiplexed,embryo stage,HCA_BN_F13109715_and_HCA_BN_F13128943,ATAC,organism part,P-MTAB-146560,Wellcome Sanger Institute,P-MTAB-146561,Wellcome Sanger Institute,P-MTAB-146562,Wellcome Sanger Institute,HCA_BN_F13109715_and_HCA_BN_F13128943_ATAC,PAIRED,other,GENOMIC SINGLE CELL,not applicable,ATAC-seq,,,,,,,,not applicable,genomic DNA,scATAC-seq,,,,,,none,,,,P-MTAB-146563,Wellcome Sanger Institute,HCA_BN_F13128943_S1_L001,sequencing assay,ERX15073223,HCA_BN_F13128943_S1_L001_R3_001.fastq.gz,HCA_BN_F13128943_S1_L001_R3_001.fastq.gz,ERR15668639,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15668639/HCA_BN_F13128943_S1_L001_R3_001.fastq.gz,paired,read2,P-MTAB-146564,P-MTAB-146565,HCA_BN_F13109715_and_HCA_BN_F13128943_count_atac.tar.gz,P-MTAB-146564,P-MTAB-146565,HCA_BN_F13109715_and_HCA_BN_F13128943_meta_atac.tar.gz,P-MTAB-146564,P-MTAB-146565,HCA_BN_F13109715_and_HCA_BN_F13128943_count_afterSoupX.tar.gz,P-MTAB-146564,P-MTAB-146565,HCA_BN_F13109715_and_HCA_BN_F13128943_meta.tar.gz,ATAC,"11.2,13",week,EFO,UO_0000034,calvaria/skull base
279,HCA_BN_F13109715_and_HCA_BN_F13128943_GEX,ERS26961440,SAMEA120300279,Homo sapiens,"11.2,13",week,EFO,UO_0000034,unknown,normal,calvaria/skull base,multiplexed,embryo stage,HCA_BN_F13109715_and_HCA_BN_F13128943,GEX,organism part,P-MTAB-146560,Wellcome Sanger Institute,P-MTAB-146561,Wellcome Sanger Institute,P-MTAB-146562,Wellcome Sanger Institute,HCA_BN_F13109715_and_HCA_BN_F13128943_GEX,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,5'-3'-3'-5',read2,0.0,91.0,0.0,read1,16.0,3 prime tag,polyA RNA,10x 3' v3,oligo-dT,0.0,index1,8.0,10x technology,none,16.0,read1,12.0,P-MTAB-146563,Wellcome Sanger Institute,HCA_BN_F13109715_S1_L001,sequencing assay,ERX15073224,HCA_BN_F13109715_S1_L001_I1_001.fastq.gz,HCA_BN_F13109715_S1_L001_I1_001.fastq.gz,ERR15668600,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15668600/HCA_BN_F13109715_S1_L001_I1_001.fastq.gz,sample_barcode,index1,P-MTAB-146564,P-MTAB-146565,HCA_BN_F13109715_and_HCA_BN_F13128943_count_atac.tar.gz,P-MTAB-146564,P-MTAB-146565,HCA_BN_F13109715_and_HCA_BN_F13128943_meta_atac.tar.gz,P-MTAB-146564,P-MTAB-146565,HCA_BN_F13109715_and_HCA_BN_F13128943_count_afterSoupX.tar.gz,P-MTAB-146564,P-MTAB-146565,HCA_BN_F13109715_and_HCA_BN_F13128943_meta.tar.gz,GEX,"11.2,13",week,EFO,UO_0000034,calvaria/skull base
280,HCA_BN_F13109715_and_HCA_BN_F13128943_GEX,ERS26961440,SAMEA120300279,Homo sapiens,"11.2,13",week,EFO,UO_0000034,unknown,normal,calvaria/skull base,multiplexed,embryo stage,HCA_BN_F13109715_and_HCA_BN_F13128943,GEX,organism part,P-MTAB-146560,Wellcome Sanger Institute,P-MTAB-146561,Wellcome Sanger Institute,P-MTAB-146562,Wellcome Sanger Institute,HCA_BN_F13109715_and_HCA_BN_F13128943_GEX,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,5'-3'-3'-5',read2,0.0,91.0,0.0,read1,16.0,3 prime tag,polyA RNA,10x 3' v3,oligo-dT,0.0,index1,8.0,10x technology,none,16.0,read1,12.0,P-MTAB-146563,Wellcome Sanger Institute,HCA_BN_F13109715_S1_L001,sequencing assay,ERX15073224,HCA_BN_F13109715_S1_L001_R1_001.fastq.gz,HCA_BN_F13109715_S1_L001_R1_001.fastq.gz,ERR15668600,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15668600/HCA_BN_F13109715_S1_L001_R1_001.fastq.gz,"cell_barcode, umi_barcode",read1,P-MTAB-146564,P-MTAB-146565,HCA_BN_F13109715_and_HCA_BN_F13128943_count_atac.tar.gz,P-MTAB-146564,P-MTAB-146565,HCA_BN_F13109715_and_HCA_BN_F13128943_meta_atac.tar.gz,P-MTAB-146564,P-MTAB-146565,HCA_BN_F13109715_and_HCA_BN_F13128943_count_afterSoupX.tar.gz,P-MTAB-146564,P-MTAB-146565,HCA_BN_F13109715_and_HCA_BN_F13128943_meta.tar.gz,GEX,"11.2,13",week,EFO,UO_0000034,calvaria/skull base
281,HCA_BN_F13109715_and_HCA_BN_F13128943_GEX,ERS26961440,SAMEA120300279,Homo sapiens,"11.2,13",week,EFO,UO_0000034,unknown,normal,calvaria/skull base,multiplexed,embryo stage,HCA_BN_F13109715_and_HCA_BN_F13128943,GEX,organism part,P-MTAB-146560,Wellcome Sanger Institute,P-MTAB-146561,Wellcome Sanger Institute,P-MTAB-146562,Wellcome Sanger Institute,HCA_BN_F13109715_and_HCA_BN_F13128943_GEX,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,5'-3'-3'-5',read2,0.0,91.0,0.0,read1,16.0,3 prime tag,polyA RNA,10x 3' v3,oligo-dT,0.0,index1,8.0,10x technology,none,16.0,read1,12.0,P-MTAB-146563,Wellcome Sanger Institute,HCA_BN_F13109715_S1_L001,sequencing assay,ERX15073224,HCA_BN_F13109715_S1_L001_R2_001.fastq.gz,HCA_BN_F13109715_S1_L001_R2_001.fastq.gz,ERR15668600,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15668600/HCA_BN_F13109715_S1_L001_R2_001.fastq.gz,single,read2,P-MTAB-146564,P-MTAB-146565,HCA_BN_F13109715_and_HCA_BN_F13128943_count_atac.tar.gz,P-MTAB-146564,P-MTAB-146565,HCA_BN_F13109715_and_HCA_BN_F13128943_meta_atac.tar.gz,P-MTAB-146564,P-MTAB-146565,HCA_BN_F13109715_and_HCA_BN_F13128943_count_afterSoupX.tar.gz,P-MTAB-146564,P-MTAB-146565,HCA_BN_F13109715_and_HCA_BN_F13128943_meta.tar.gz,GEX,"11.2,13",week,EFO,UO_0000034,calvaria/skull base
282,HCA_BN_F13109718_and_HCA_BN_F13128946_ATAC,ERS26961441,SAMEA120300280,Homo sapiens,"11.2,13",week,EFO,UO_0000034,unknown,normal,calvaria/skull base,multiplexed,embryo stage,HCA_BN_F13109718_and_HCA_BN_F13128946,ATAC,organism part,P-MTAB-146560,Wellcome Sanger Institute,P-MTAB-146561,Wellcome Sanger Institute,P-MTAB-146562,Wellcome Sanger Institute,HCA_BN_F13109718_and_HCA_BN_F13128946_ATAC,PAIRED,other,GENOMIC SINGLE CELL,not applicable,ATAC-seq,,,,,,,,not applicable,genomic DNA,scATAC-seq,,,,,,none,,,,P-MTAB-146563,Wellcome Sanger Institute,HCA_BN_F13128946_S1_L001,sequencing assay,ERX15073225,HCA_BN_F13128946_S1_L001_I1_001.fastq.gz,HCA_BN_F13128946_S1_L001_I1_001.fastq.gz,ERR15668604,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15668604/HCA_BN_F13128946_S1_L001_I1_001.fastq.gz,sample_barcode,index1,P-MTAB-146564,P-MTAB-146565,HCA_BN_F13109718_and_HCA_BN_F13128946_count_atac.tar.gz,P-MTAB-146564,P-MTAB-146565,HCA_BN_F13109718_and_HCA_BN_F13128946_meta_atac.tar.gz,P-MTAB-146564,P-MTAB-146565,HCA_BN_F13109718_and_HCA_BN_F13128946_count_afterSoupX.tar.gz,P-MTAB-146564,P-MTAB-146565,HCA_BN_F13109718_and_HCA_BN_F13128946_meta.tar.gz,ATAC,"11.2,13",week,EFO,UO_0000034,calvaria/skull base
283,HCA_BN_F13109718_and_HCA_BN_F13128946_ATAC,ERS26961441,SAMEA120300280,Homo sapiens,"11.2,13",week,EFO,UO_0000034,unknown,normal,calvaria/skull base,multiplexed,embryo stage,HCA_BN_F13109718_and_HCA_BN_F13128946,ATAC,organism part,P-MTAB-146560,Wellcome Sanger Institute,P-MTAB-146561,Wellcome Sanger Institute,P-MTAB-146562,Wellcome Sanger Institute,HCA_BN_F13109718_and_HCA_BN_F13128946_ATAC,PAIRED,other,GENOMIC SINGLE CELL,not applicable,ATAC-seq,,,,,,,,not applicable,genomic DNA,scATAC-seq,,,,,,none,,,,P-MTAB-146563,Wellcome Sanger Institute,HCA_BN_F13128946_S1_L001,sequencing assay,ERX15073225,HCA_BN_F13128946_S1_L001_R1_001.fastq.gz,HCA_BN_F13128946_S1_L001_R1_001.fastq.gz,ERR15668604,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15668604/HCA_BN_F13128946_S1_L001_R1_001.fastq.gz,paired,read1,P-MTAB-146564,P-MTAB-146565,HCA_BN_F13109718_and_HCA_BN_F13128946_count_atac.tar.gz,P-MTAB-146564,P-MTAB-146565,HCA_BN_F13109718_and_HCA_BN_F13128946_meta_atac.tar.gz,P-MTAB-146564,P-MTAB-146565,HCA_BN_F13109718_and_HCA_BN_F13128946_count_afterSoupX.tar.gz,P-MTAB-146564,P-MTAB-146565,HCA_BN_F13109718_and_HCA_BN_F13128946_meta.tar.gz,ATAC,"11.2,13",week,EFO,UO_0000034,calvaria/skull base
284,HCA_BN_F13109718_and_HCA_BN_F13128946_ATAC,ERS26961441,SAMEA120300280,Homo sapiens,"11.2,13",week,EFO,UO_0000034,unknown,normal,calvaria/skull base,multiplexed,embryo stage,HCA_BN_F13109718_and_HCA_BN_F13128946,ATAC,organism part,P-MTAB-146560,Wellcome Sanger Institute,P-MTAB-146561,Wellcome Sanger Institute,P-MTAB-146562,Wellcome Sanger Institute,HCA_BN_F13109718_and_HCA_BN_F13128946_ATAC,PAIRED,other,GENOMIC SINGLE CELL,not applicable,ATAC-seq,,,,,,,,not applicable,genomic DNA,scATAC-seq,,,,,,none,,,,P-MTAB-146563,Wellcome Sanger Institute,HCA_BN_F13128946_S1_L001,sequencing assay,ERX15073225,HCA_BN_F13128946_S1_L001_R2_001.fastq.gz,HCA_BN_F13128946_S1_L001_R2_001.fastq.gz,ERR15668604,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15668604/HCA_BN_F13128946_S1_L001_R2_001.fastq.gz,cell_barcode,index2,P-MTAB-146564,P-MTAB-146565,HCA_BN_F13109718_and_HCA_BN_F13128946_count_atac.tar.gz,P-MTAB-146564,P-MTAB-146565,HCA_BN_F13109718_and_HCA_BN_F13128946_meta_atac.tar.gz,P-MTAB-146564,P-MTAB-146565,HCA_BN_F13109718_and_HCA_BN_F13128946_count_afterSoupX.tar.gz,P-MTAB-146564,P-MTAB-146565,HCA_BN_F13109718_and_HCA_BN_F13128946_meta.tar.gz,ATAC,"11.2,13",week,EFO,UO_0000034,calvaria/skull base
